shop_was_in_page,shop_img,shop_title,shop_url,shop_id,shop_selling_type,senfi_number,shop_all_products_target_url,cooperation_status_with_emalls,name_of_person_in_charge,phone_number,shop_address,shop_email,shop_score,shop_social_media_handles,shop_recieved_date,shop_crawled_at,shop_current_city,shop_duration_of_cooperation_with_emalls,shop_website,shop_Enamad_sign,images
5,http://emalls.ir/src/shop-default.svg,اداری شاپ,https://emalls.ir//Shop/211/,211,اینترنتی,,,عدم همکاری با ایمالز,شایسته ترک,۰۲۱-۸۸۸۶۲۵۴۵,تهران -خیابان کریم خان زند-ابتدای ایرانشهر شمالی-پلاک 241,info [at] edarishop [dot] com,بدون امتیاز,,چهارشنبه ۳ بهمن,2025-01-22 17:34:27.626211+00:00,تهران - تهران,--,http://edarishop.com/,دارد (یک ستاره),
4,http://emalls.ir/src/shop-default.svg,پروژه متلب,https://emalls.ir//Shop/40629/,40629,اینترنتی,,,غیرفعال به دلیل عدم تکمیل مدارک,محمدرضا کیانی,۰۳۱۵۲۴۰۶۷۹۶,مبارکه خ مصطفی خمینی ,mrkiani100 [at] gmail [dot] com,بدون امتیاز,,چهارشنبه ۳ بهمن,2025-01-22 17:34:27.729493+00:00,اصفهان - اصفهان,1 سال و 9 روز,https://porojeamadematlab.ir/,,
5,http://emalls.ir//files/shoplogo/wrjbig7ggx60ohjwgsxfgrvztv4n6vyp0u7hhtxt1trp5szz8j[medium].jpg,رُ ز ا,https://emalls.ir//Shop/24515/,24515,اینترنتی,,,عدم همکاری با ایمالز,رضا سعیدی,۰۱۳۴۲۱۲۰۷۲۶,پشت حرم سنگ فرش پشت حرم روبروی نمایندگی ایرانسل دلجو پلاک ۲۲,Rozastore1ir [at] gmail [dot] com,بدون امتیاز,,چهارشنبه ۳ بهمن,2025-01-22 17:34:27.829825+00:00,گیلان - آستانه اشرفیه,--,https://rozastore1.ir/,دارد (یک ستاره),
2,http://emalls.ir//files/shoplogo/v3tkgfmlmodejvn5vig5rxpflvpauywvz2agaucrlmbiyvlgu2[medium].jpg,بابیلو,https://emalls.ir//Shop/22279/,22279,اینترنتی,,,قطع همکاری با ایمالز,بابک مهرانی فریدنی,۰۲۱۶۵۱۵۳۶۲۶,خیابان سایه ، خیابان گل مریم ، پلاک 0 ، ساختمان گل نرگس ، بلوک 1 ، طبقه چهارم ، واحد 8,ebrahimmehrani20 [at] gmail [dot] com,بدون امتیاز,,چهارشنبه ۳ بهمن,2025-01-22 17:34:27.933307+00:00,تهران - ملارد,--,http://babiloshop.ir/,دارد (یک ستاره),
5,http://emalls.ir//files/shoplogo/h5q4x5u5ry8xofwig6qneiyr4enfe7jxxlq7nf5ey30fmwykhb[medium].png,اسباب بازی,https://emalls.ir//Shop/38356/,38356,اینترنتی,,,عدم همکاری با ایمالز,رامين الوندي,۰۲۱۴۴۶۳۳۷۶۲ - ۰۲۶۳۳۵۳۳۴۱۳,مهرویلا، بلوار ایثار (درختی )، بلوار معلم، پلاک: 0.0، اورانوس، طبقه: 3، واحد: 12,webmastersalam [at] gmail [dot] com,بدون امتیاز,,چهارشنبه ۳ بهمن,2025-01-22 17:34:28.154539+00:00,تهران - تهران,--,https://asbab-bazi.com/,دارد (یک ستاره) معتبر تا 7 ماه و 13 روز,
5,http://emalls.ir//files/shoplogo/xwzo1k2t3f1alled12r341anhp1u81eaixpx5ir4vrsbwb703z[medium].jpg,فولکس کار,https://emalls.ir//Shop/3258/,3258,اینترنتی,,,قطع همکاری با ایمالز,فولکس کار,۱۶۶۰,تهران، اتوبان مدرس شمالی، خروجی بلوار میرداماد، زیر پل میرداماد، پلاک 370,,بدون امتیاز,,چهارشنبه ۳ بهمن,2025-01-22 17:34:28.270580+00:00,تهران - تهران,--,dealer/979,ندارد,
2,http://emalls.ir//files/shoplogo/1excqexlevzscl7hqf6vlhglz0agcu4hrxlm4a7q3ngfp1ff3q[medium].png,آرلام,https://emalls.ir//Shop/5505/,5505,اینترنتی,,,قطع همکاری با ایمالز,علی رحیمی,۰۲۱۹۱۳۰۶۲۲۵,"تهران شمیرانات بخش مرکزی ، شهر تجریش، محله جماران ، کوچه شهید حاج ماشاءاله جبلی ، خیابان سی و دوم ، پلاک 20 ، طبقه منفی 1
",info [at] arlam [dot] ir,۳.۷,,چهارشنبه ۳ بهمن,2025-01-22 17:34:28.375265+00:00,تهران - تهران,--,http://arlam.ir/,ندارد,
4,http://emalls.ir//files/shoplogo/1ythguxliv3nj3550lkqc7dm80823xjtgoarwjv0p1j4okg3io[medium].png,محصولات پژوهشکده مطالعات راهبردی,https://emalls.ir//Shop/19561/,19561,اینترنتی,,,عدم همکاری با ایمالز,علی رئیس دانا,۰۲۱۸۸۸۰۲۴۷۷,خ کریم‌خان‌زند، انتهای خ شهید عضدی، خ رودسر پلاک ۷,risstudies [at] gmail [dot] com,بدون امتیاز,,چهارشنبه ۳ بهمن,2025-01-22 17:34:28.535760+00:00,تهران - تهران,--,https://shop.risstudies.org/,دارد (یک ستاره) معتبر تا 6 ماه و 19 روز,
5,http://emalls.ir/src/shop-default.svg,ازمغازه,https://emalls.ir//Shop/19694/,19694,اینترنتی,,,قطع همکاری با ایمالز,احمد استیری ,۰۲۱۲۲۴۶۸۹۸۷,بلوار ارتش نبش بلوار مژدی کوچه عربحلوایی پ ۵۳,sherkat22468987 [at] gmail [dot] com,بدون امتیاز,,چهارشنبه ۳ بهمن,2025-01-22 17:34:28.785526+00:00,تهران - تهران,--,http://azmaghaze.com/,دارد (یک ستاره),
2,http://emalls.ir/src/shop-default.svg,گالری پرنسس یزد ,https://emalls.ir//Shop/27257/,27257,اینترنتی,,,عدم همکاری با ایمالز,فاطمه عسکری ,۰۳۵۳۵۲۸۳۱۶۱,بلوار دولت اباد سه راه شحنه جنب فالوده عربیان ,faskary1370 [at] gmail [dot] com,بدون امتیاز,,چهارشنبه ۳ بهمن,2025-01-22 17:34:28.899440+00:00,یزد - یزد,--,https://pransessyazd.ir/,دارد (یک ستاره),
3,http://emalls.ir//files/shoplogo/6y3ajj6m8puofw3tuq3t2z03g8tlcywj2is0nfy745ive82rq8[medium].png,خونگیتو,https://emalls.ir//Shop/6362/,6362,اینترنتی,,,غیرفعال به دلیل نداشتن نماد,عرفان محکم کار,۰۳۱۳۲۲۵۳۶۱۷,اصفهان، خ هاتف، کوی شهشهان (کلانتر)، نبش بن بست شیخ بهایی، پلاک 26/1,erfan [dot] mohkamkar [at] gmail [dot] com,بدون امتیاز,,چهارشنبه ۳ بهمن,2025-01-22 17:34:29.003525+00:00,اصفهان - اصفهان,4 سال و 25 روز,http://khoonegito.com/,دارد (یک ستاره),
2,http://emalls.ir//files/shoplogo/kdzf4nmgyu2364wdv4vzyx7zttun2h4l0ajf27yoojbxmmpv4e[medium].png,علوم محیط زیست,https://emalls.ir//Shop/5504/,5504,اینترنتی,,,قطع همکاری با ایمالز,سید محمد حسن فقیه,۰۶۱۵۳۷۲۲۶۲۱,"خوزستان شادگان بخش مرکزی، جاده کمربندی، مسیر اختصاصی بیمارستان معرفی زاده، مسیر اختصاصی اداره حفاظت محیط زیست شادگان، ساختمان اداره حفاظت محیط زیست
",enviroscienceir [at] gmail [dot] com	,بدون امتیاز,,چهارشنبه ۳ بهمن,2025-01-22 17:34:29.220614+00:00,خوزستان - شادگان,--,http://enviroscience.ir/,دارد (یک ستاره),
3,http://emalls.ir/src/shop-default.svg,توحید کالا,https://emalls.ir//Shop/19328/,19328,اینترنتی,,,قطع همکاری با ایمالز,رضا توحیدی,۰۲۱۳۳۰۹۰۶۷۸,میدان ولی عصر ک ولدی پ3,tohidishakib27 [at] gmail [dot] com,بدون امتیاز,,چهارشنبه ۳ بهمن,2025-01-22 17:34:30.023143+00:00,تهران - تهران,--,http://tohidkala.com/,دارد (یک ستاره),
5,http://emalls.ir//files/shoplogo/i2wd6l652oujckpydnk06c20p52ms6zhra0i0m4dugcv8rx4q8[medium].png,سلامت سیلور,https://emalls.ir//Shop/4335/,4335,اینترنتی,,,قطع همکاری با ایمالز,حسین سلامت فارمد,۰۵۱۳۳۶۴۷۲۱۸,محله: عنصری ، خیابان عیدگاه، میدان 17 شهریور، پلاک: 0.0، بازاررضا ، طبقه: 1، واحد: 2/649,salamatsilver1 [at] gmail [dot] com,بدون امتیاز,,چهارشنبه ۳ بهمن,2025-01-22 17:34:30.253902+00:00,خراسان رضوی - مشهد,--,https://salamatsilver.ir/,دارد (یک ستاره) معتبر تا 9 ماه و 20 روز,
5,http://emalls.ir//files/shoplogo/y47ujl84trhxl20dr415ivusixe1mq1gnj0g6fb0spd4md0kyr[medium].png,تندر الکتریک,https://emalls.ir//Shop/29161/,29161,اینترنتی,,,قطع همکاری با ایمالز,محمدهادی شجاعی,۰۷۱۳۲۳۵۶۲۰۳,،محله: قاآنی، کوچه 10قاآنی شمالی [1/1 منوچهری]، خیابان قاآنی شمالی، پلاک: 0.0، طبقه: همکف،,tondartelectric [at] gmail [dot] com,بدون امتیاز,,چهارشنبه ۳ بهمن,2025-01-22 17:34:30.597995+00:00,فارس - شیراز,--,https://tondarelectric.com/,دارد (یک ستاره),
2,http://emalls.ir//files/shoplogo/tnvm5rjugwlz2v4tv0utg7paredulw3qowugdsroadpehivmk6[medium].png,نمایشگاه انصار خودرو,https://emalls.ir//Shop/1261/,1261,اینترنتی,,,قطع همکاری با ایمالز,نمایشگاه انصار خودرو,"۴۴۳۸۵۰۶۵, ۴۴۳۸۵۱۷۴ ", تهران ، مرزداران ، بزرگراه اشرفی اصفهانی ، بن بست گلها ، پلاک 117,info [at] bama [dot] ir,بدون امتیاز,,چهارشنبه ۳ بهمن,2025-01-22 17:34:31.415040+00:00,تهران - تهران,--,dealer/774,ندارد,
2,http://emalls.ir//files/shoplogo/4654ls3o42g1r3lhol1kmm6cijhcthppjub712aiu6nw56g80s[medium].png,سلکسون,https://emalls.ir//Shop/6326/,6326,اینترنتی,,,قطع همکاری با ایمالز,امید دهقان زاده,۶۶۷۰۹۴۰۶,خیابان جمهوری ،بین شیخ هادی و پل حافظ،پاساژ شرکاء،واحد 45 ,omidcelexondata [at] gmail [dot] com,۱,,چهارشنبه ۳ بهمن,2025-01-22 17:34:31.723627+00:00,تهران - تهران,--,https://celexon.ir/,دارد (یک ستاره) معتبر تا 7 ماه و 21 روز,
5,http://emalls.ir//files/shoplogo/a1pazajtj7by0u03bfrw8csijw5dt7uzwxwcpbwc4xwr7w8ekk[medium].png,کادین شاپ,https://emalls.ir//Shop/38359/,38359,اینترنتی,,,غیرفعال به دلیل عدم تکمیل مدارک,کوروش پیکرزاده,۰۲۱۸۸۸۲۸۴۴۲,محله: ایرانشهر، کوچه جلیل مژدهی، خیابان سمیه، پلاک: 169.0، طبقه: 1، واحد: غربی, info [at] kadinshop [dot] ir,بدون امتیاز,,چهارشنبه ۳ بهمن,2025-01-22 17:34:31.968518+00:00,تهران - تهران,1 سال و 2 ماه و 21 روز,https://kadinshop.ir/,دارد (یک ستاره) معتبر تا 4 ماه و 1 روز,
3,http://emalls.ir//files/shoplogo/xyzi4atcf1nts5cuet2uhje88jj6413jugavmbi8u0hpmtr0y6[medium].png,آتیه کالا,https://emalls.ir//Shop/26936/,26936,اینترنتی,,,عدم همکاری با ایمالز,سید حسین شجاعت الحسینی,۰۲۱۴۸۰۰۰۰۲۴,پونک، تقاطع مخبری، سردار جنگل، کوچه مرادی(قدس سابق)، پلاک 68، طبقه سوم,atiyeco95 [at] gmail [dot] com,بدون امتیاز,,چهارشنبه ۳ بهمن,2025-01-22 17:34:32.072156+00:00,تهران - تهران,--,https://atiyehkala.com/,دارد (یک ستاره) معتبر تا 8 ماه و 18 روز,
2,http://emalls.ir//files/shoplogo/0x0xbtsd6oliv1hr3jikim8robd4ix2j7u25awrh5wty2w404x[medium].png,پرنس مارکت ,https://emalls.ir//Shop/27807/,27807,اینترنتی,,,قطع همکاری با ایمالز,محمد گلابی,۰۴۴۴۴۲۲۰۱۴۸,محله: خیام(2)، کوچه ((اسعد خضرزاده))، کوچه ((محمد امین مصطفی نژاد))، پلاک: 3562.0، طبقه: همکف،,prancemarket[at]gmail [dot] com,بدون امتیاز,,چهارشنبه ۳ بهمن,2025-01-22 17:34:32.582126+00:00,آذربایجان غربی - پیرانشهر,--,https://prancemarket.ir/,دارد (یک ستاره),
2,http://emalls.ir//files/shoplogo/bflp6ru0majq2cxoxpbrrz23255laga62a0hk26wax6k0ov1pz[medium].png,کیمیا هوم,https://emalls.ir//Shop/31725/,31725,اینترنتی,,,قطع همکاری با ایمالز, عليرضا كشاني,۰۲۱۳۳۵۱۹۱۴۷,خیابان ری، کوچه شهیدفریدون آزرم، خیابان ری،  پلاک: 585.0، طبقه: همکف,info [at] kimiahome [dot] com,بدون امتیاز,,چهارشنبه ۳ بهمن,2025-01-22 17:34:32.802684+00:00,تهران - تهران,--,https://kimiahome.com/,دارد (یک ستاره) معتبر تا 3 ماه و 16 روز,
3,http://emalls.ir//files/shoplogo/5r1jzsivk6uulodmjigqustrasesqvq2b4iusdlznda64swo8x[medium].png,ورزشی پریماشاپ,https://emalls.ir//Shop/1081/,1081,اینترنتی,,,عدم همکاری با ایمالز,مهدی سیف ابادی,۰۹۳۹۷۱۲۹۴۴۱,,mehdi [dot] seifabadi [at] gmail [dot] com,بدون امتیاز,,چهارشنبه ۳ بهمن,2025-01-22 17:34:33.217923+00:00,تهران - تهران,--,https://primashop.ir/,دارد (یک ستاره) معتبر تا 8 ماه و 26 روز,
3,http://emalls.ir//files/shoplogo/s6e1vqzhgg2u071tta1jqledc01ly55tfvia6pkv87k4ubpgqo[medium].png,اولدوز شاپ ,https://emalls.ir//Shop/26933/,26933,اینترنتی,,,عدم همکاری با ایمالز,قاسم زارعی ,۰۲۱۵۵۶۱۷۰۵۱,تهران-بازار بزرگ-چهارسوق بزرگ کوچه کویتیها پاساژ حمید طبقه زیرین پلاک ۱۹ ,ULDUZSHOP2515 [at] gmail [dot] com,بدون امتیاز,,چهارشنبه ۳ بهمن,2025-01-22 17:34:33.322194+00:00,تهران - تهران,--,https://ulduzshop.com/,دارد (یک ستاره),
4,http://emalls.ir//files/shoplogo/d8zg3e2ywk4mk4o7l5jry1psajvy8ufltaxgb3ddqsct7sa4vb[medium].png,رهیافت طب,https://emalls.ir//Shop/5916/,5916,اینترنتی,,,عدم همکاری با ایمالز,رهیافت طب,۰۷۱۹۱۰۰۶۸۳۳,"فارس شیراز منطقه شهرداری دو، بلوار زند، خیابان شهید فقیهی، ساختمان جام جم، طبقه همکف، واحد ۲
",jafari1ehsan [at] gmail [dot] com,بدون امتیاز,,چهارشنبه ۳ بهمن,2025-01-22 17:34:33.421389+00:00,فارس - شیراز,--,https://www.rahyaftteb.com/,دارد (یک ستاره),
5,http://emalls.ir//files/shoplogo/fnl1gp3wpozpdxj6eh1jy4t17bx2lekvwjfobmgocjc82f6wux[medium].jpg,هیوندای كد 62 ,https://emalls.ir//Shop/3257/,3257,اینترنتی,,,قطع همکاری با ایمالز,هیوندای كد 62 ,"۸۸۶۹۶۵۰۰, ۸۸۶۹۷۵۰۰",تهران، سعادت آباد، بلوار دریا، ابتدای بلوار شهرداری,,بدون امتیاز,,چهارشنبه ۳ بهمن,2025-01-22 17:34:33.527715+00:00,تهران - تهران,--,dealer/773,ندارد,
5,http://emalls.ir//files/shoplogo/lgdhr5qjjrdtfzja83mhw8ihndkhg8bop1ord5au10g5xpmdzg[medium].png,کالاچیو,https://emalls.ir//Shop/4334/,4334,اینترنتی,,,عدم همکاری با ایمالز,ali ejraei,۰۲۶۳۲۷۰۱۷۵۲,"البرز کرج محله دولت آباد، خیابان ابوسعید، کوچه نبش ابوسعید ۲۳، ساختمان کالای خواب لاله، طبقه ۱
",ejraeiali77 [at] gmail [dot] com	,بدون امتیاز,,چهارشنبه ۳ بهمن,2025-01-22 17:34:33.825686+00:00,البرز - کرج,--,https://www.kalachio.com/,ندارد,
3,http://emalls.ir//files/shoplogo/pzb4bkd457ptuiu3rfj6c5mj5kpmgyy3wiabmqt2ucfjprf3f8[medium].png,درنا پست,https://emalls.ir//Shop/29907/,29907,اینترنتی,468207436,,قطع همکاری با ایمالز,میلاد کبیری,۰۲۱۴۴۷۰۵۷۰۵, محله: شهرک راه آهن، خیابان ابو شکور بلخی، خیابان معین جوینی، پلاک: 0.0، مجتمع کوهستان نهم گاز D9، گازD9، طبقه: اول، واحد: 3,mailsmilad [at] gmail [dot] com,۱,,چهارشنبه ۳ بهمن,2025-01-22 17:34:33.972863+00:00,تهران - تهران,--,https://dornapost.com/,ندارد,
4,http://emalls.ir//files/shoplogo/t20w0qlywhhbintonds2e3z4kqoo6eofxxaeb06dbggxb5imih[medium].jpg,خوشه زرین,https://emalls.ir//Shop/5063/,5063,اینترنتی,,,قطع همکاری با ایمالز,خوشه زرین,۰۲۶۳۴۲۱۷۰۵۸,"البرز کرج بخش مرکزی ، شهر کرج، کوی اتحاد ، بلوار جمهوری اسلامی شمالی ، کوچه میثم ، پلاک 1 ، ساختمان پارسه ، طبقه اول ، واحد 2 - جنب پل روحانی
",azinags [at] gmail [dot] com	,بدون امتیاز,,چهارشنبه ۳ بهمن,2025-01-22 17:34:34.072996+00:00,البرز - کرج,--,http://khozar.ir/,دارد (یک ستاره),
5,http://emalls.ir/src/shop-default.svg,پشتیبان رایانه,https://emalls.ir//Shop/210/,210,حضوری,,,قطع همکاری با ایمالز,پدرام ناصرترابی,۰۹۳۶۲۳۸۲۵۸۱,,pedram_asj [at] yahoo [dot] com,بدون امتیاز,,چهارشنبه ۳ بهمن,2025-01-22 17:34:34.182968+00:00,تهران - تهران,--,,,
4,http://emalls.ir/src/shop-default.svg,خونتون,https://emalls.ir//Shop/44389/,44389,اینترنتی,,,غیرفعال به دلیل عدم تکمیل مدارک,حسین اسکندری,۰۲۵۳۸۸۳۵۰۲۱,شاه ابراهیم ، کوچه بهار، کوچه علیزاده[10]، پلاک: 106.0، طبقه: همکف،,hoseineskandari [dot] 20020 [at] gmail [dot] com,بدون امتیاز,,چهارشنبه ۳ بهمن,2025-01-22 17:34:34.707471+00:00,قم - قم,8 ماه و 11 روز,https://khoonatoon.com/,دارد (یک ستاره) معتبر تا 1 سال و 1 ماه و 11 روز,
5,http://emalls.ir//files/shoplogo/enzp7gj5zcddy6z038sqsj6xl37z0jfpf8epdn0wvndbjjvhlw[medium].png,به رایا پارت,https://emalls.ir//Shop/29168/,29168,اینترنتی,,,قطع همکاری با ایمالز,سعید قاسم زاده, ۰۲۱۶۶۹۱۸۱۳۶,توحید، خیابان شهید منصور کاظم بیگی، خیابان نصرت غربی، پلاک: -60.0، طبقه: 3، واحد: 12،,behraya [dot] co [at] gmail [dot] com,بدون امتیاز,,چهارشنبه ۳ بهمن,2025-01-22 17:34:35.131497+00:00,تهران - تهران,--,http://behraya-part.ir/,دارد (یک ستاره),
4,http://emalls.ir//files/shoplogo/35da83y1jffc6j100qsmj5iea6vsq4e5edzjgxur65jkmy6b1a[medium].png,اپل استریت,https://emalls.ir//Shop/21915/,21915,اینترنتی,,,قطع همکاری با ایمالز,علی فلاح تفتی,۰۲۱۹۱۰۳۳۵۸۸۳,ولنجک خیابان ۱۴ پلاک ۱۹ واحد ۳۰۱,info [at] applestreet [dot] ir,بدون امتیاز,,چهارشنبه ۳ بهمن,2025-01-22 17:34:35.241076+00:00,تهران - تهران,--,https://applestreet.ir/,دارد (یک ستاره) معتبر تا 19 روز,
2,http://emalls.ir//files/shoplogo/wabjt1kxl08ip56eoqmaxpevq1be4s434m0mswlipgyr71jxtr[medium].png,تابان لایت,https://emalls.ir//Shop/6325/,6325,اینترنتی,,,عدم همکاری با ایمالز,محمد امین قاسم زاده,۰۲۱۷۷۸۰۲۱۴۰,سرسبز میدان 47 کوچه لادن شرقی ,amin [dot] veterinary78 [at] gmail [dot] com,بدون امتیاز,,چهارشنبه ۳ بهمن,2025-01-22 17:34:35.349311+00:00,تهران - تهران,--,https://tabanlight.com/,دارد (یک ستاره),
3,http://emalls.ir//files/shoplogo/ql8444op1kr72z6dj5hd6kod0ajjw4iu01zdsxus3do54pq4ab[medium].png,آنتوس,https://emalls.ir//Shop/34879/,34879,اینترنتی,,,غیرفعال به دلیل عدم تکمیل مدارک, نیکان سلامت ورکان,۰۱۷۳۲۵۵۷۰۶۱,"محله 4راه بیمارستان مسعود، خیابان فروردین مرکزی، ساختمان گلدسته، واحد ۱۱
",info [at] ontooth [dot] ir,بدون امتیاز,,چهارشنبه ۳ بهمن,2025-01-22 17:34:35.839983+00:00,گلستان - گرگان,1 سال و 6 ماه و 27 روز,https://ontooth.ir/,دارد (یک ستاره) معتبر تا 8 ماه و 25 روز,
